Group,Accession,Num,Dataset,Mode
rec,L-27,1,Strains,soft
rec,L-27,1,Strains,strict
rec,LBR2,1,Strains,soft
rec,LM1212,4,Strains,soft
rec,LM1212-W3,3,Strains,soft
rec,M2776,1,Strains,soft
rec,M2776,1,Strains,strict
rec,mgc157-1,2,Strains,soft
rec,ML090,1,Strains,soft
rec,mo3-D10,1,Strains,soft
rec,mo3-D8,1,Strains,soft
rec,mogi K4,5,Strains,soft
rec,MYBT18246,3,Strains,soft
rec,NBIN-866,13,Strains,soft
rec,PBT602,1,Strains,soft
rec,PBT602,1,Strains,strict
rec,PS158C2,2,Strains,soft
rec,PS198Q7,1,Strains,soft
rec,PS63B,1,Strains,soft
rec,PS63B,1,Strains,strict
rec,PS81I,3,Strains,soft
rec,QCM(T1),1,Strains,soft
rec,QCM(T1),1,Strains,strict
rec,QHW7-2,2,Strains,soft
rec,QZL1-2,1,Strains,soft
rec,QZL1-2,1,Strains,strict
rec,QZL38,4,Strains,soft
rec,S2160-1,7,Strains,soft
rec,S3161-3,1,Strains,soft
rec,Sbt003,4,Strains,soft
rec,Sbt009,4,Strains,soft
rec,SC6H8,5,Strains,soft
rec,SK700,3,Strains,soft
rec,ST8,3,Strains,soft
rec,T 20,1,Strains,soft
rec,T 20,1,Strains,strict
rec,T0131,4,Strains,soft
rec,T0137,4,Strains,soft
rec,T0139,4,Strains,soft
rec,T03B001,5,Strains,soft
rec,T13001,4,Strains,soft
rec,tolworthi 43F,1,Strains,soft
rec,VD154,4,Strains,soft
rec,XL6,7,Strains,soft
rec,xl6-4,1,Strains,soft
rec,xl6-7,1,Strains,soft
rec,xl6-7,1,Strains,strict
rec,xpz-46,1,Strains,soft
rec,xpz-46,1,Strains,strict
unaff,1.24,4,Strains,soft
unaff,2,1,Strains,soft
unaff,27,4,Strains,soft
unaff,147,2,Strains,soft
unaff,147,2,Strains,strict
unaff,834,1,Strains,soft
unaff,886,1,Strains,soft
unaff,1218,2,Strains,soft
unaff,1218,2,Strains,strict
unaff,1230,1,Strains,soft
unaff,1230,1,Strains,strict
unaff,1905,4,Strains,soft
unaff,2122,4,Strains,soft
unaff,2124,2,Strains,soft
unaff,2173,1,Strains,soft
unaff,2173,1,Strains,strict
unaff,40000000,1,Strains,soft
unaff,007983-6,5,Strains,soft
unaff,007986-5,6,Strains,soft
unaff,007989-3,6,Strains,soft
unaff,1126_1,5,Strains,soft
unaff,11MN1,1,Strains,soft
unaff,11MN1,1,Strains,strict
unaff,14-2,3,Strains,soft
unaff,146-158-01,2,Strains,soft
unaff,18_483,2,Strains,soft
unaff,18_483,2,Strains,strict
unaff,18_484,2,Strains,soft
unaff,18_484,2,Strains,strict
unaff,20-1,3,Strains,soft
unaff,21-1,3,Strains,soft
unaff,25-6,3,Strains,soft
unaff,26-1,3,Strains,soft
unaff,27-3,5,Strains,soft
unaff,2B,2,Strains,soft
unaff,30-1,3,Strains,soft
unaff,30-4,3,Strains,soft
unaff,31-5,1,Strains,soft
unaff,31-5,1,Strains,strict
unaff,47-6B,1,Strains,soft
unaff,47-6B,1,Strains,strict
unaff,4B1,2,Strains,soft
unaff,4B1,2,Strains,strict
unaff,4F1,5,Strains,soft
unaff,4F2,1,Strains,soft
unaff,4F3,3,Strains,soft
unaff,4F4,5,Strains,soft
unaff,4G2,6,Strains,soft
unaff,4G3,5,Strains,soft
unaff,4H5,2,Strains,soft
unaff,4H5,2,Strains,strict
unaff,4K5,1,Strains,soft
unaff,4M1,1,Strains,soft
unaff,4M2,1,Strains,soft
unaff,4M4,1,Strains,soft
unaff,4M5,3,Strains,soft
unaff,4S3,2,Strains,soft
unaff,4S3,2,Strains,strict
unaff,6/27/S,6,Strains,soft
unaff,64-1-94,1,Strains,soft
unaff,64-1-94,1,Strains,strict
unaff,777001-1,5,Strains,soft
unaff,777001F-1,5,Strains,soft
unaff,777002-3,5,Strains,soft
unaff,79-25,1,Strains,soft
unaff,79-25,1,Strains,strict
unaff,84-HS-1-11,1,Strains,soft
unaff,84-HS-1-11,1,Strains,strict
unaff,87-29,1,Strains,soft
unaff,87-29,1,Strains,strict
unaff,92-10,1,Strains,soft
unaff,92-10,1,Strains,strict
unaff,96-OK-85-24,3,Strains,soft
unaff,A-19-31,3,Strains,soft
unaff,A1462,3,Strains,soft
unaff,A32,1,Strains,soft
unaff,ABTS-1857,7,Strains,soft
unaff,ABTS-351,5,Strains,soft
unaff,AFS005140,8,Strains,soft
unaff,AFS013213,8,Strains,soft
unaff,AFS015413,2,Strains,soft
unaff,AFS018331,1,Strains,soft
unaff,AFS018331,1,Strains,strict
unaff,AFS022504,3,Strains,soft
unaff,AFS022504,3,Strains,strict
unaff,AFS026137,1,Strains,soft
unaff,AFS026137,1,Strains,strict
unaff,AFS030866,7,Strains,soft
unaff,AFS031210,1,Strains,soft
unaff,AFS031210,1,Strains,strict
unaff,AFS033477,1,Strains,soft
unaff,AFS033477,1,Strains,strict
unaff,AFS045441,1,Strains,soft
unaff,AFS050081,3,Strains,soft
unaff,AFS056009,1,Strains,soft
unaff,AFS056009,1,Strains,strict
unaff,AFS059039,8,Strains,soft
unaff,AFS063736,2,Strains,soft
unaff,AFS063736,2,Strains,strict
unaff,AFS077661,1,Strains,soft
unaff,AFS077661,1,Strains,strict
unaff,AFS088016,8,Strains,soft
unaff,AFS089089,3,Strains,soft
unaff,AFS089089,3,Strains,strict
unaff,AFS097514,1,Strains,soft
unaff,AFS097514,1,Strains,strict
unaff,AFS098022,2,Strains,soft
unaff,AFS098399,2,Strains,soft
unaff,AFS099341,1,Strains,soft
unaff,AFS099341,1,Strains,strict
unaff,AFS099505,1,Strains,soft
unaff,AFS099505,1,Strains,strict
unaff,AG102,2,Strains,soft
unaff,AG102,2,Strains,strict
unaff,AGES_2_27_S,5,Strains,soft
unaff,AGES_6_27_S,6,Strains,soft
unaff,AH603,1,Strains,soft
unaff,AH603,1,Strains,strict
unaff,AHG6,1,Strains,soft
unaff,AHG6,1,Strains,strict
unaff,AK8,4,Strains,soft
unaff,AM1195,1,Strains,soft
unaff,AM1195,1,Strains,strict
unaff,AM370,1,Strains,soft
unaff,AM370,1,Strains,strict
unaff,AM65-52,4,Strains,soft
unaff,ARP011,1,Strains,soft
unaff,ARP011,1,Strains,strict
unaff,ARP012,1,Strains,soft
unaff,ARP012,1,Strains,strict
unaff,ARP026,1,Strains,soft
unaff,ARP026,1,Strains,strict
unaff,ARP050,1,Strains,soft
unaff,ARP050,1,Strains,strict
unaff,ARP052,1,Strains,soft
unaff,ARP052,1,Strains,strict
unaff,ARP055,1,Strains,soft
unaff,ARP055,1,Strains,strict
unaff,ARP057,1,Strains,soft
unaff,ARP057,1,Strains,strict
unaff,ARP058,1,Strains,soft
unaff,ARP067,1,Strains,soft
unaff,ARP067,1,Strains,strict
unaff,ARP068,1,Strains,soft
unaff,ARP068,1,Strains,strict
unaff,ARP080,1,Strains,soft
unaff,ARP103,1,Strains,soft
unaff,ARP103,1,Strains,strict
unaff,ARP104,1,Strains,soft
unaff,ARP104,1,Strains,strict
unaff,ARP110,1,Strains,soft
unaff,ARP110,1,Strains,strict
unaff,ARP112,1,Strains,soft
unaff,ARP112,1,Strains,strict
unaff,ARP114,1,Strains,soft
unaff,ARP114,1,Strains,strict
unaff,ARP124,1,Strains,soft
unaff,ARP124,1,Strains,strict
unaff,ARP131,1,Strains,soft
unaff,ARP132,1,Strains,soft
unaff,ARP132,1,Strains,strict
unaff,ARP135,1,Strains,soft
unaff,ARP135,1,Strains,strict
unaff,ARP140,1,Strains,soft
unaff,ARP140,1,Strains,strict
unaff,ARP158,1,Strains,soft
unaff,ARP158,1,Strains,strict
unaff,ARP162,1,Strains,soft
unaff,ARP162,1,Strains,strict
unaff,ARP168,1,Strains,soft
unaff,ARP168,1,Strains,strict
unaff,ARP171,1,Strains,soft
unaff,ARP171,1,Strains,strict
unaff,ARP179,1,Strains,soft
unaff,ARP179,1,Strains,strict
unaff,ARP185,1,Strains,soft
unaff,ARP185,1,Strains,strict
unaff,ARP191,1,Strains,soft
unaff,ARP191,1,Strains,strict
unaff,ARP192,1,Strains,soft
unaff,ARP192,1,Strains,strict
unaff,ARP193,1,Strains,soft
unaff,ARP193,1,Strains,strict
unaff,ARP203,1,Strains,soft
unaff,ARP203,1,Strains,strict
unaff,ARP212,1,Strains,soft
unaff,ARP212,1,Strains,strict
unaff,ARP215,1,Strains,soft
unaff,ARP215,1,Strains,strict
unaff,ARP220,1,Strains,soft
unaff,ARP227,1,Strains,soft
unaff,ARP227,1,Strains,strict
unaff,ARP229,1,Strains,soft
unaff,ARP229,1,Strains,strict
unaff,ARP239,1,Strains,soft
unaff,ARP239,1,Strains,strict
unaff,ARP252,1,Strains,soft
unaff,ARP252,1,Strains,strict
unaff,ARP258,1,Strains,soft
unaff,ARP258,1,Strains,strict
unaff,ARP260,1,Strains,soft
unaff,ARP260,1,Strains,strict
unaff,ARP262,1,Strains,soft
unaff,ARP262,1,Strains,strict
unaff,ARP271,1,Strains,soft
unaff,ARP271,1,Strains,strict
unaff,ATCC 14706,1,Strains,soft
unaff,ATCC 14706,1,Strains,strict
unaff,ATX 13026,11,Strains,soft
unaff,ATX14875,3,Strains,soft
unaff,ATX14875,3,Strains,strict
unaff,B-Hm-16,2,Strains,soft
unaff,B-SC5,1,Strains,soft
unaff,B-SC5,1,Strains,strict
unaff,B0195,2,Strains,soft
unaff,B0195,2,Strains,strict
unaff,B0462,1,Strains,soft
unaff,B0462,1,Strains,strict
unaff,B12,1,Strains,soft
unaff,B401,6,Strains,soft
unaff,B4158,2,Strains,soft
unaff,B5,1,Strains,soft
unaff,B5,1,Strains,strict
unaff,BA04,2,Strains,soft
unaff,BB56-3,3,Strains,soft
unaff,BB56-3,3,Strains,strict
unaff,BBT2-5,1,Strains,soft
unaff,BBT2-5,1,Strains,strict
unaff,BC-01,2,Strains,soft
unaff,BfR-BA-01318,1,Strains,soft
unaff,BfR-BA-01393,2,Strains,soft
unaff,BGSC 4AA1,2,Strains,soft
unaff,BGSC 4AC1,1,Strains,soft
unaff,BGSC 4AC1,1,Strains,strict
unaff,BGSC 4AD1,1,Strains,soft
unaff,BGSC 4AD1,1,Strains,strict
unaff,BGSC 4AE1,12,Strains,soft
unaff,BGSC 4AF1,1,Strains,soft
unaff,BGSC 4AF1,1,Strains,strict
unaff,BGSC 4AG1,1,Strains,soft
unaff,BGSC 4AG1,1,Strains,strict
unaff,BGSC 4AJ1,1,Strains,soft
unaff,BGSC 4AJ1,1,Strains,strict
unaff,BGSC 4AL1,2,Strains,soft
unaff,BGSC 4AO1,6,Strains,soft
unaff,BGSC 4AP1,5,Strains,soft
unaff,BGSC 4AR1,4,Strains,soft
unaff,BGSC 4AS1,2,Strains,soft
unaff,BGSC 4AS1,2,Strains,strict
unaff,BGSC 4AT1,4,Strains,soft
unaff,BGSC 4AU1,2,Strains,soft
unaff,BGSC 4AW1,7,Strains,soft
unaff,BGSC 4AX1,4,Strains,soft
unaff,BGSC 4B2,2,Strains,soft
unaff,BGSC 4B2,2,Strains,strict
unaff,BGSC 4BB1,2,Strains,soft
unaff,BGSC 4BC1,2,Strains,soft
unaff,BGSC 4BD1,1,Strains,soft
unaff,BGSC 4BD1,1,Strains,strict
unaff,BGSC 4BF1,3,Strains,soft
unaff,BGSC 4BG1,2,Strains,soft
unaff,BGSC 4BP1,3,Strains,soft
unaff,BGSC 4BR1,2,Strains,soft
unaff,BGSC 4BT1,2,Strains,soft
unaff,BGSC 4BU1,1,Strains,soft
unaff,BGSC 4BU1,1,Strains,strict
unaff,BGSC 4BV1,3,Strains,soft
unaff,BGSC 4BX1,1,Strains,soft
unaff,BGSC 4BX1,1,Strains,strict
unaff,BGSC 4BZ1,1,Strains,soft
unaff,BGSC 4BZ1,1,Strains,strict
unaff,BGSC 4CB1,12,Strains,soft
unaff,BGSC 4CC1,1,Strains,soft
unaff,BGSC 4CC1,1,Strains,strict
unaff,BGSC 4CD1,3,Strains,soft
unaff,BGSC 4CD1,3,Strains,strict
unaff,BGSC 4CE1,5,Strains,soft
unaff,BGSC 4CF1,3,Strains,soft
unaff,BGSC 4CF1,3,Strains,strict
unaff,BGSC 4G1,12,Strains,soft
unaff,BGSC 4G4,11,Strains,soft
unaff,BGSC 4J4,4,Strains,soft
unaff,BGSC 4J5,4,Strains,soft
unaff,BGSC 4L3,5,Strains,soft
unaff,BGSC 4M3,1,Strains,soft
unaff,BGSC 4N1,9,Strains,soft
unaff,BGSC 4O1,7,Strains,soft
unaff,BGSC 4Q1,3,Strains,soft
unaff,BGSC 4U1,5,Strains,soft
unaff,BGSC 4X1,4,Strains,soft
unaff,BLB1,2,Strains,soft
unaff,BMB3201,4,Strains,soft
unaff,BMG1.7,5,Strains,soft
unaff,BMP144,4,Strains,soft
unaff,BN15-6,2,Strains,soft
unaff,BN23-5,5,Strains,soft
unaff,BN7-5,1,Strains,soft
unaff,BP3,1,Strains,soft
unaff,BP3,1,Strains,strict
unaff,BR30,2,Strains,soft
unaff,BR37,5,Strains,soft
unaff,BR58,3,Strains,soft
unaff,BR64,1,Strains,soft
unaff,BRC-LLP29,3,Strains,soft
unaff,BRC-LLP29,3,Strains,strict
unaff,BRC-XQ12,1,Strains,soft
unaff,BRC-ZQL3,1,Strains,soft
unaff,BRC-ZQL3,1,Strains,strict
unaff,BRI-103,1,Strains,soft
unaff,BRI-144,2,Strains,soft
unaff,BRI-225,1,Strains,soft
unaff,BRI-225,1,Strains,strict
unaff,BRI-326,1,Strains,soft
unaff,BRI-326,1,Strains,strict
unaff,BS-pTAND672-2,2,Strains,soft
unaff,BS-pTAND672-2,2,Strains,strict
unaff,BT HMM-SITAB,1,Strains,soft
unaff,BT HMM-SLK,1,Strains,soft
unaff,BT-59,4,Strains,soft
unaff,Bt-GS57,5,Strains,soft
unaff,Bt-ICA/UNMSM10RA,1,Strains,soft
unaff,Bt.B2.1KSM,1,Strains,soft
unaff,Bt.B2.1KSM,1,Strains,strict
unaff,Bt11,1,Strains,soft
unaff,Bt173,2,Strains,soft
unaff,Bt18247,1,Strains,soft
unaff,Bt18247,1,Strains,strict
unaff,Bt185,4,Strains,soft
unaff,Bt2-56,2,Strains,soft
unaff,Bt2-56,2,Strains,strict
unaff,Bt22,1,Strains,soft
unaff,Bt4,1,Strains,soft
unaff,BT62,3,Strains,soft
unaff,BT62,3,Strains,strict
unaff,BT8,1,Strains,soft
unaff,Bt9,1,Strains,soft
unaff,Bt9,1,Strains,strict
unaff,BTC007,1,Strains,soft
unaff,Bti,4,Strains,soft
unaff,BTIPP003,2,Strains,soft
unaff,BTIPP003,2,Strains,strict
unaff,BtMC28,7,Strains,soft
unaff,BtPGI245,1,Strains,soft
unaff,BtPGI245,1,Strains,strict
unaff,Bts,2,Strains,soft
unaff,BTS01099E,2,Strains,soft
unaff,BTS01099E,2,Strains,strict
unaff,BTS02069AA,1,Strains,soft
unaff,BTS02069AA,1,Strains,strict
unaff,BtS02739C,2,Strains,soft
unaff,BTS02761A,1,Strains,soft
unaff,BTS02761A,1,Strains,strict
unaff,BTS89A,1,Strains,soft
unaff,btsu4,3,Strains,soft
unaff,BTy41,6,Strains,soft
unaff,Buibui,2,Strains,soft
unaff,Bun1-14,4,Strains,soft
unaff,C-33,2,Strains,soft
unaff,C006,1,Strains,soft
unaff,C15,5,Strains,soft
unaff,C18,1,Strains,soft
unaff,C1Ac118,1,Strains,soft
unaff,C1Ac86,1,Strains,soft
unaff,C81,1,Strains,soft
unaff,C81,1,Strains,strict
unaff,CAA890,1,Strains,soft
unaff,CAA890,1,Strains,strict
unaff,CH_65,5,Strains,soft
unaff,CH_692,5,Strains,soft
unaff,CH_696,5,Strains,soft
unaff,CH_709,5,Strains,soft
unaff,CH_72,6,Strains,soft
unaff,CH_733,5,Strains,soft
unaff,CH_746,5,Strains,soft
unaff,CH_748,5,Strains,soft
unaff,CH18,2,Strains,soft
unaff,CH18,2,Strains,strict
unaff,CIB 163-131,3,Strains,soft
unaff,CL91,1,Strains,soft
unaff,CL91,1,Strains,strict
unaff,CMBL-BT2,2,Strains,soft
unaff,CMBLBT-5,1,Strains,soft
unaff,CMBLBT-5,1,Strains,strict
unaff,CVUAS2492,5,Strains,soft
unaff,CVUAS9659,5,Strains,soft
unaff,CVUAS9660,5,Strains,soft
unaff,DAB-Bt1,3,Strains,soft
unaff,DAB-Bt2,3,Strains,soft
unaff,DAB-Bt3,4,Strains,soft
unaff,DAB-Bt4,4,Strains,soft
unaff,DAB-Bt5,4,Strains,soft
unaff,DAB-Bt6,4,Strains,soft
unaff,dakota,2,Strains,soft
unaff,dakota,2,Strains,strict
unaff,DB27,3,Strains,soft
unaff,DB27,3,Strains,strict
unaff,DE0030,2,Strains,soft
unaff,DE0030,2,Strains,strict
unaff,DP1019,2,Strains,soft
unaff,DP7-F11,1,Strains,soft
unaff,DSIR732,1,Strains,soft
unaff,EG 5847,2,Strains,soft
unaff,EG2158,1,Strains,soft
unaff,F14-1,1,Strains,soft
unaff,F14-1,1,Strains,strict
unaff,F4,2,Strains,soft
unaff,F4,2,Strains,strict
unaff,FB,4,Strains,soft
unaff,FBG-1,1,Strains,soft
unaff,FBG-1,1,Strains,strict
unaff,FBG25,1,Strains,soft
unaff,FBG25,1,Strains,strict
unaff,FCC41,5,Strains,soft
unaff,FCD114,2,Strains,soft
unaff,FDAARGOS_796,4,Strains,soft
unaff,FH21,4,Strains,soft
unaff,fukuokaensis,1,Strains,soft
unaff,fukuokaensis,1,Strains,strict
unaff,G03,5,Strains,soft
unaff,G25-128,1,Strains,soft
unaff,G25-128,1,Strains,strict
unaff,G25-18,1,Strains,soft
unaff,G25-3,2,Strains,soft
unaff,G25-3,2,Strains,strict
unaff,G25-41,1,Strains,soft
unaff,G25-41,1,Strains,strict
unaff,G25-42,1,Strains,soft
unaff,G25-42,1,Strains,strict
unaff,G25-43,1,Strains,soft
unaff,G25-43,1,Strains,strict
unaff,G25-50,1,Strains,soft
unaff,G25-50,1,Strains,strict
unaff,G25-6,1,Strains,soft
unaff,G25-6,1,Strains,strict
unaff,G25-7,2,Strains,soft
unaff,G25-7,2,Strains,strict
unaff,G25-78,2,Strains,soft
unaff,G25-78,2,Strains,strict
unaff,G25-87,2,Strains,soft
unaff,G25-87,2,Strains,strict
unaff,G25-91,1,Strains,soft
unaff,G25-91,1,Strains,strict
unaff,G25-93,10,Strains,soft
unaff,G25-96,5,Strains,soft
unaff,G25-97,11,Strains,soft
unaff,G7-1,2,Strains,soft
unaff,GC-91,6,Strains,soft
unaff,GCA_000161475.1,4,Assemblies,soft
unaff,GCA_000161555.1,4,Assemblies,soft
unaff,GCA_000161575.1,1,Assemblies,soft
unaff,GCA_000161595.1,1,Assemblies,soft
unaff,GCA_000161595.1,1,Assemblies,strict
unaff,GCA_000161635.1,2,Assemblies,soft
unaff,GCA_000161635.1,2,Assemblies,strict
unaff,GCA_000161695.1,1,Assemblies,soft
unaff,GCA_000161695.1,1,Assemblies,strict
unaff,GCA_000161715.1,9,Assemblies,soft
unaff,GCA_000161735.1,2,Assemblies,soft
unaff,GCA_000161735.1,2,Assemblies,strict
unaff,GCA_000190515.1,2,Assemblies,soft
unaff,GCA_000190515.1,2,Assemblies,strict
unaff,GCA_000292705.1,4,Assemblies,soft
unaff,GCA_000300475.1,8,Assemblies,soft
unaff,GCA_000338755.1,1,Assemblies,soft
unaff,GCA_000468975.2,4,Assemblies,soft
unaff,GCA_000468995.3,6,Assemblies,soft
unaff,GCA_000497525.2,1,Assemblies,soft
unaff,GCA_000497525.2,1,Assemblies,strict
unaff,GCA_000530375.1,2,Assemblies,soft
unaff,GCA_000530375.1,2,Assemblies,strict
unaff,GCA_000600315.1,12,Assemblies,soft
unaff,GCA_000688795.1,5,Assemblies,soft
unaff,GCA_000717535.1,6,Assemblies,soft
unaff,GCA_000747545.1,5,Assemblies,soft
unaff,GCA_000774075.2,6,Assemblies,soft
unaff,GCA_000803665.1,7,Assemblies,soft
unaff,GCA_000835235.1,6,Assemblies,soft
unaff,GCA_000878525.1,4,Assemblies,soft
unaff,GCA_000969665.1,2,Assemblies,soft
unaff,GCA_001017635.1,5,Assemblies,soft
unaff,GCA_001182785.1,9,Assemblies,soft
unaff,GCA_001183785.1,3,Assemblies,soft
unaff,GCA_001183785.1,3,Assemblies,strict
unaff,GCA_001402735.1,3,Assemblies,soft
unaff,GCA_001420855.1,2,Assemblies,soft
unaff,GCA_001548175.1,3,Assemblies,soft
unaff,GCA_001598095.1,9,Assemblies,soft
unaff,GCA_001721165.1,1,Assemblies,soft
unaff,GCA_001721165.1,1,Assemblies,strict
unaff,GCA_001880115.1,4,Assemblies,soft
unaff,GCA_001968805.1,3,Assemblies,soft
unaff,GCA_002025105.1,3,Assemblies,soft
unaff,GCA_002146315.1,12,Assemblies,soft
unaff,GCA_002146325.1,1,Assemblies,soft
unaff,GCA_002146325.1,1,Assemblies,strict
unaff,GCA_002146345.1,1,Assemblies,soft
unaff,GCA_002146345.1,1,Assemblies,strict
unaff,GCA_002146395.1,1,Assemblies,soft
unaff,GCA_002146395.1,1,Assemblies,strict
unaff,GCA_002146405.1,6,Assemblies,soft
unaff,GCA_002146425.1,5,Assemblies,soft
unaff,GCA_002146445.1,4,Assemblies,soft
unaff,GCA_002146495.1,1,Assemblies,soft
unaff,GCA_002146495.1,1,Assemblies,strict
unaff,GCA_002146505.1,2,Assemblies,soft
unaff,GCA_002146545.1,4,Assemblies,soft
unaff,GCA_002146595.1,4,Assemblies,soft
unaff,GCA_002146605.1,2,Assemblies,soft
unaff,GCA_002146615.1,4,Assemblies,soft
unaff,GCA_002146625.1,2,Assemblies,soft
unaff,GCA_002146625.1,2,Assemblies,strict
unaff,GCA_002146655.1,2,Assemblies,soft
unaff,GCA_002146755.1,3,Assemblies,soft
unaff,GCA_002146785.1,2,Assemblies,soft
unaff,GCA_002146815.1,2,Assemblies,soft
unaff,GCA_002146825.1,1,Assemblies,soft
unaff,GCA_002146825.1,1,Assemblies,strict
unaff,GCA_002146885.1,3,Assemblies,soft
unaff,GCA_002146885.1,3,Assemblies,strict
unaff,GCA_002146905.1,3,Assemblies,soft
unaff,GCA_002146905.1,3,Assemblies,strict
unaff,GCA_002147025.1,2,Assemblies,soft
unaff,GCA_002147055.1,3,Assemblies,soft
unaff,GCA_002147085.1,12,Assemblies,soft
unaff,GCA_002147105.1,12,Assemblies,soft
unaff,GCA_002147185.1,5,Assemblies,soft
unaff,GCA_002147235.1,4,Assemblies,soft
unaff,GCA_002147245.1,5,Assemblies,soft
unaff,GCA_002147255.1,4,Assemblies,soft
unaff,GCA_002147315.1,9,Assemblies,soft
unaff,GCA_002147325.1,7,Assemblies,soft
unaff,GCA_002147375.1,12,Assemblies,soft
unaff,GCA_002147415.1,1,Assemblies,soft
unaff,GCA_002147415.1,1,Assemblies,strict
unaff,GCA_002147435.1,4,Assemblies,soft
unaff,GCA_002147495.1,1,Assemblies,soft
unaff,GCA_002147535.1,4,Assemblies,soft
unaff,GCA_002147555.1,5,Assemblies,soft
unaff,GCA_002147565.1,7,Assemblies,soft
unaff,GCA_002147575.1,6,Assemblies,soft
unaff,GCA_002147635.1,4,Assemblies,soft
unaff,GCA_002147645.1,7,Assemblies,soft
unaff,GCA_002147685.1,6,Assemblies,soft
unaff,GCA_002147725.1,5,Assemblies,soft
unaff,GCA_002147835.1,2,Assemblies,soft
unaff,GCA_002147835.1,2,Assemblies,strict
unaff,GCA_002147895.1,2,Assemblies,soft
unaff,GCA_002147935.1,1,Assemblies,soft
unaff,GCA_002147935.1,1,Assemblies,strict
unaff,GCA_002147955.1,1,Assemblies,soft
unaff,GCA_002147955.1,1,Assemblies,strict
unaff,GCA_002148045.1,2,Assemblies,soft
unaff,GCA_002148045.1,2,Assemblies,strict
unaff,GCA_002148065.1,1,Assemblies,soft
unaff,GCA_002148065.1,1,Assemblies,strict
unaff,GCA_002148155.1,2,Assemblies,soft
unaff,GCA_002148155.1,2,Assemblies,strict
unaff,GCA_002173755.1,2,Assemblies,soft
unaff,GCA_002236945.1,5,Assemblies,soft
unaff,GCA_002268645.2,5,Assemblies,soft
unaff,GCA_002550215.1,2,Assemblies,soft
unaff,GCA_002551615.1,3,Assemblies,soft
unaff,GCA_002551615.1,3,Assemblies,strict
unaff,GCA_002552905.1,1,Assemblies,soft
unaff,GCA_002552905.1,1,Assemblies,strict
unaff,GCA_002552915.1,1,Assemblies,soft
unaff,GCA_002552915.1,1,Assemblies,strict
unaff,GCA_002552985.1,1,Assemblies,soft
unaff,GCA_002552985.1,1,Assemblies,strict
unaff,GCA_002558015.1,7,Assemblies,soft
unaff,GCA_002558525.1,7,Assemblies,soft
unaff,GCA_002560695.1,3,Assemblies,soft
unaff,GCA_002560695.1,3,Assemblies,strict
unaff,GCA_002561465.1,2,Assemblies,soft
unaff,GCA_002561825.1,1,Assemblies,soft
unaff,GCA_002561825.1,1,Assemblies,strict
unaff,GCA_002564505.1,7,Assemblies,soft
unaff,GCA_002566555.1,1,Assemblies,soft
unaff,GCA_002566555.1,1,Assemblies,strict
unaff,GCA_002571105.1,2,Assemblies,soft
unaff,GCA_002571105.1,2,Assemblies,strict
unaff,GCA_002571305.1,7,Assemblies,soft
unaff,GCA_002574895.1,1,Assemblies,soft
unaff,GCA_002574895.1,1,Assemblies,strict
unaff,GCA_002576585.1,3,Assemblies,soft
unaff,GCA_002585935.1,1,Assemblies,soft
unaff,GCA_002585935.1,1,Assemblies,strict
unaff,GCA_002586085.1,5,Assemblies,soft
unaff,GCA_002893505.1,2,Assemblies,soft
unaff,GCA_002893565.1,10,Assemblies,soft
unaff,GCA_002893585.1,2,Assemblies,soft
unaff,GCA_002893605.1,5,Assemblies,soft
unaff,GCA_002969075.1,2,Assemblies,soft
unaff,GCA_003046465.1,1,Assemblies,soft
unaff,GCA_003312445.1,5,Assemblies,soft
unaff,GCA_003719805.1,1,Assemblies,soft
unaff,GCA_003991175.1,5,Assemblies,soft
unaff,GCA_004009875.1,1,Assemblies,soft
unaff,GCA_004009875.1,1,Assemblies,strict
unaff,GCA_004194435.2,4,Assemblies,soft
unaff,GCA_004330415.1,7,Assemblies,soft
unaff,GCA_004354265.1,4,Assemblies,soft
unaff,GCA_004368515.1,1,Assemblies,soft
unaff,GCA_004368515.1,1,Assemblies,strict
unaff,Gnyt1,4,Strains,soft
unaff,GPL-O901,2,Strains,soft
unaff,GPL-O901,2,Strains,strict
unaff,GR007,10,Strains,soft
unaff,GS27,1,Strains,soft
unaff,GS27,1,Strains,strict
unaff,GS3,1,Strains,soft
unaff,GS3,1,Strains,strict
unaff,GS72,1,Strains,soft
unaff,GS72,1,Strains,strict
unaff,GW6,1,Strains,soft
unaff,GW6,1,Strains,strict
unaff,GWS7,1,Strains,soft
unaff,GWS7,1,Strains,strict
unaff,H1,1,Strains,soft
unaff,H1,1,Strains,strict
unaff,H23,1,Strains,soft
unaff,H23,1,Strains,strict
unaff,H3,1,Strains,soft
unaff,HBF-18,2,Strains,soft
unaff,HD 1i,6,Strains,soft
unaff,HD-1,7,Strains,soft
unaff,HD-525,12,Strains,soft
unaff,HD-549,1,Strains,soft
unaff,HD-588,1,Strains,soft
unaff,HD-789,4,Strains,soft
unaff,HD07,1,Strains,soft
unaff,HD12,11,Strains,soft
unaff,HD133,6,Strains,soft
unaff,HD29,10,Strains,soft
unaff,HD395,2,Strains,soft
unaff,HD5,4,Strains,soft
unaff,HD511,1,Strains,soft
unaff,HD511,1,Strains,strict
unaff,HD521,3,Strains,soft
unaff,HD521,3,Strains,strict
unaff,HD522,4,Strains,soft
unaff,HD73,1,Strains,soft
unaff,HD867,1,Strains,soft
unaff,HD867,1,Strains,strict
unaff,HD868,4,Strains,soft
