ID	Num_tox	Tox_type	Domain	Unknown_type	Dataset
23	1	Recs	domain3	no	filt_tree
23	2	Mins	domain3	no	filt_tree
23	1	Majs	domain3	no	filt_tree
24	1	Recs	domain3	no	filt_tree
24	1	Mins	domain3	no	filt_tree
24	1	Majs	domain3	no	filt_tree
27	1	Recs	domain3	no	filt_tree
27	1	Mins	domain3	no	filt_tree
27	1	Majs	domain3	no	filt_tree
28	1	Recs	domain3	no	filt_tree
28	1	Mins	domain3	no	filt_tree
28	2	Majs	domain3	no	filt_tree
29	5	Recs	domain3	no	filt_tree
29	5	Mins	domain3	no	filt_tree
29	1	Majs	domain3	no	filt_tree
32	1	Recs	domain3	no	filt_tree
32	2	Mins	domain3	no	filt_tree
32	2	Majs	domain3	no	filt_tree
34	1	Recs	domain1	no	filt_tree
34	1	Mins	domain1	no	filt_tree
34	1	Majs	domain1	no	filt_tree
36	1	Recs	domain3	no	filt_tree
36	1	Mins	domain3	no	filt_tree
36	2	Majs	domain3	no	filt_tree
37	1	Recs	domain3	no	filt_tree
37	1	Mins	domain3	no	filt_tree
37	1	Majs	domain3	no	filt_tree
38	1	Recs	domain1	no	filt_tree
38	7	Mins	domain1	no	filt_tree
38	1	Majs	domain1	no	filt_tree
39	1	Recs	domain3	no	filt_tree
39	2	Mins	domain3	no	filt_tree
39	1	Majs	domain3	no	filt_tree
44	1	Recs	domain3	no	filt_tree
44	1	Mins	domain3	no	filt_tree
44	2	Majs	domain3	no	filt_tree
45	1	Recs	domain1	no	filt_tree
45	1	Mins	domain1	no	filt_tree
45	0	Majs	domain1	no	filt_tree
47	1	Recs	domain1	no	filt_tree
47	1	Mins	domain1	no	filt_tree
47	1	Majs	domain1	no	filt_tree
49	1	Recs	domain3	no	filt_tree
49	1	Mins	domain3	no	filt_tree
49	1	Majs	domain3	no	filt_tree
51	1	Recs	domain3	no	filt_tree
51	1	Mins	domain3	no	filt_tree
51	1	Majs	domain3	no	filt_tree
52	1	Recs	domain3	no	filt_tree
52	3	Mins	domain3	no	filt_tree
52	1	Majs	domain3	no	filt_tree
53	1	Recs	domain3	minor	filt_tree
53	0	Mins	domain3	minor	filt_tree
53	1	Majs	domain3	minor	filt_tree
56	1	Recs	domain1	minor	filt_tree
56	0	Mins	domain1	minor	filt_tree
56	2	Majs	domain1	minor	filt_tree
60	2	Recs	domain3	no	filt_tree
60	1	Mins	domain3	no	filt_tree
60	1	Majs	domain3	no	filt_tree
62	1	Recs	domain1	no	filt_tree
62	1	Mins	domain1	no	filt_tree
62	1	Majs	domain1	no	filt_tree
65	2	Recs	domain2	minor	filt_tree
65	0	Mins	domain2	minor	filt_tree
65	1	Majs	domain2	minor	filt_tree
71	1	Recs	domain2	no	filt_tree
71	1	Mins	domain2	no	filt_tree
71	2	Majs	domain2	no	filt_tree
73	1	Recs	domain3	major	filt_tree
73	1	Mins	domain3	major	filt_tree
73	0	Majs	domain3	major	filt_tree
74	1	Recs	domain3	minor	filt_tree
74	0	Mins	domain3	minor	filt_tree
74	0	Majs	domain3	minor	filt_tree
75	1	Recs	domain1	no	filt_tree
75	1	Mins	domain1	no	filt_tree
75	2	Majs	domain1	no	filt_tree
78	1	Recs	domain1	no	filt_tree
78	1	Mins	domain1	no	filt_tree
78	0	Majs	domain1	no	filt_tree
84	1	Recs	domain1	no	filt_tree
84	1	Mins	domain1	no	filt_tree
84	1	Majs	domain1	no	filt_tree
87	2	Recs	domain1	no	filt_tree
87	2	Mins	domain1	no	filt_tree
87	1	Majs	domain1	no	filt_tree
95	1	Recs	domain1	no	filt_tree
95	1	Mins	domain1	no	filt_tree
95	2	Majs	domain1	no	filt_tree
96	1	Recs	domain1	no	filt_tree
96	1	Mins	domain1	no	filt_tree
96	1	Majs	domain1	no	filt_tree
98	2	Recs	domain3	no	filt_tree
98	1	Mins	domain3	no	filt_tree
98	1	Majs	domain3	no	filt_tree
103	1	Recs	domain3	minor	filt_tree
103	0	Mins	domain3	minor	filt_tree
103	0	Majs	domain3	minor	filt_tree
104	1	Recs	domain3	major	filt_tree
104	2	Mins	domain3	major	filt_tree
104	0	Majs	domain3	major	filt_tree
107	1	Recs	domain2	major	filt_tree
107	1	Mins	domain2	major	filt_tree
107	0	Majs	domain2	major	filt_tree
109	1	Recs	domain3	no	filt_tree
109	2	Mins	domain3	no	filt_tree
109	1	Majs	domain3	no	filt_tree
112	1	Recs	domain3	no	filt_tree
112	2	Mins	domain3	no	filt_tree
112	1	Majs	domain3	no	filt_tree
113	1	Recs	domain3	major	filt_tree
113	1	Mins	domain3	major	filt_tree
113	0	Majs	domain3	major	filt_tree
119	1	Recs	domain1	no	filt_tree
119	1	Mins	domain1	no	filt_tree
119	1	Majs	domain1	no	filt_tree
