Strain/Toxin	Tox_type	Host_type	Host
BT_Cry1Jc	Rank3	Species	Trichoplusia ni
BT_Cry1Jc	Rank3	Species	Ostrinia nubilalis
BT_Cry1Jc	Rank3	Species	Ostrinia furnacalis
BT_Cry1Jc	Rank3	Species	Heliothis virescens
BT_Cry1Jc	Rank3	Species	Plutella xylostella
BT_Cry1Jd	Rank3	Species	Heliothis virescens
BT_Cry1La	Rank3	Species	Spodoptera exigua
BT_Cry1La	Rank3	Species	Plutella xylostella
BT_Cry1Na	Rank3	Species	Helicoverpa zea
BT_Cry1Na	Rank3	Species	Agrotis ipsilon
BT_Cry1Na	Rank3	Species	Ostrinia nubilalis
BT_Cry1Na	Rank3	Species	Trichoplusia ni
BT_Cry1Na	Rank3	Species	Ostrinia furnacalis
BT_Cry1Na	Rank3	Species	Laodelphax striatellus
BT_Cry1Na	Rank3	Species	Heliothis virescens
BT_Cry1Na	Rank3	Species	Spodoptera exigua
BT_Cry1Na	Rank3	Species	Colaphellus bowringi
BT_Cry1Na	Rank3	Species	Pectinophora gossypiella
BT_Cry1Na	Rank3	Species	Spodoptera frugiperda
BT_Cry1Na	Rank3	Species	Lygus lineolaris
BT_Cry1Na	Rank3	Species	Manduca sexta
BT_Cry1Na	Rank3	Species	Plutella xylostella
BT_Cry1Nb	Rank3	Species	Anticarsia gemmatalis
BT_Cry1Nb	Rank3	Species	Ostrinia nubilalis
BT_Cry1Nb	Rank3	Species	Diatraea grandiosella
BT_Cry1Nb	Rank3	Species	Plutella xylostella
BT_Cry20Aa	Rank3	Species	Aedes aegypti
BT_Cry20Aa	Rank3	Species	Culex quinquefasciatus
BT_Cry20Ba	Rank3	Species	Plutella xylostella
BT_Cry21Aa	Rank3	Species	Heligmosomoides polygyrus bakeri
BT_Cry21Aa	Rank3	Species	Panagrellus redivivus
BT_Cry21Aa	Rank3	Species	Bursaphelenchus xylophilus
BT_Cry21Aa	Rank3	Species	Distolabrellus veechi
BT_Cry21Aa	Rank3	Species	Nippostrongylus brasiliensis
BT_Cry21Aa	Rank3	Species	Caenorhabditis elegans
BT_Cry21Aa	Rank3	Species	Acrobeloides sp
BT_Cry21Fa	Rank3	Species	Bursaphelenchus xylophilus
BT_Cry21Fa	Rank3	Species	Caenorhabditis elegans
BT_Cry24Ca	Rank3	Species	Aedes aegypti
BT_Cry27Aa	Rank3	Species	Culex pipiens molestus
BT_Cry27Aa	Rank3	Species	Aedes aegypti
BT_Cry27Aa	Rank3	Species	Anopheles stephensi
BT_Cry29Aa	Rank3	Species	Anopheles stephensi
BT_Cry2Aa	Rank3	Species	Phthorimaea operculella
BT_Cry2Aa	Rank3	Species	Tecia solanivora
BT_Cry2Aa	Rank3	Species	Ephestia kuehniella
BT_Cry2Aa	Rank3	Species	Mythimna separata
BT_Cry2Aa	Rank3	Species	Culex quinquefasciatus
BT_Cry2Aa	Rank3	Species	Chrysodeixis includens
BT_Cry2Aa	Rank3	Species	Eldana saccharina
BT_Cry2Aa	Rank3	Species	Pectinophora gossypiella
BT_Cry2Aa	Rank3	Species	Anopheles quadrimaculatus
BT_Cry2Aa	Rank3	Species	Spodoptera exigua
BT_Cry2Aa	Rank3	Species	Spodoptera litura
BT_Cry2Aa	Rank3	Species	Macrosiphum euphorbiae
BT_Cry2Aa	Rank3	Species	Helicoverpa zea
BT_Cry2Aa	Rank3	Species	Trichoplusia ni
BT_Cry2Aa	Rank3	Species	Conogethes punctiferalis
BT_Cry2Aa	Rank3	Species	Lymantria dispar
BT_Cry2Aa	Rank3	Species	Busseola fusca
BT_Cry2Aa	Rank3	Species	Elasmopalpus lignosellus
BT_Cry2Aa	Rank3	Species	Anopheles gambiae
BT_Cry2Aa	Rank3	Species	Scirpophaga incertulas
BT_Cry2Aa	Rank3	Species	Plodia interpunctella
BT_Cry2Aa	Rank3	Species	Pieris rapae
BT_Cry2Aa	Rank3	Species	Marasmia patnalis
BT_Cry2Aa	Rank3	Species	Sesamia calamistis
BT_Cry2Aa	Rank3	Species	Helicoverpa armigera
BT_Cry2Aa	Rank3	Species	Chilo suppressalis
BT_Cry2Aa	Rank3	Species	Helicoverpa punctigera
BT_Cry2Aa	Rank3	Species	Aedes aegypti
BT_Cry2Aa	Rank3	Species	Earias vitella
BT_Cry2Aa	Rank3	Species	Actebia fennica
BT_Cry2Aa	Rank3	Species	Manduca sexta
BT_Cry2Aa	Rank3	Species	Plutella xylostella
BT_Cry2Aa	Rank3	Species	Lobesia botrana
BT_Cry2Aa	Rank3	Species	Cydia pomonella
BT_Cry2Aa	Rank3	Species	Culex pipiens
BT_Cry2Aa	Rank3	Species	Cacyreus marshalli
BT_Cry2Aa	Rank3	Species	Aedes triseriatus
BT_Cry2Aa	Rank3	Species	Anticarsia gemmatalis
BT_Cry2Aa	Rank3	Species	Heliothis virescens
BT_Cry2Aa	Rank3	Species	Anopheles stephensi
BT_Cry2Aa	Rank3	Species	Maruca vitrata
BT_Cry2Aa	Rank3	Species	Spodoptera frugiperda
BT_Cry2Aa	Rank3	Species	Bombyx mori
BT_Cry2Ab	Rank3	Species	Diatraea saccharalis
BT_Cry2Ab	Rank3	Species	Mythimna separata
BT_Cry2Ab	Rank3	Species	Pectinophora gossypiella
BT_Cry2Ab	Rank3	Species	Spodoptera exigua
BT_Cry2Ab	Rank3	Species	Helicoverpa zea
BT_Cry2Ab	Rank3	Species	Trichoplusia ni
BT_Cry2Ab	Rank3	Species	Earias insulana
BT_Cry2Ab	Rank3	Species	Lymantria dispar
BT_Cry2Ab	Rank3	Species	Malacosoma neustria
BT_Cry2Ab	Rank3	Species	Anopheles gambiae
BT_Cry2Ab	Rank3	Species	Pieris rapae
BT_Cry2Ab	Rank3	Species	Helicoverpa armigera
BT_Cry2Ab	Rank3	Species	Chilo suppressalis
BT_Cry2Ab	Rank3	Species	Helicoverpa punctigera
BT_Cry2Ab	Rank3	Species	Aedes aegypti
BT_Cry2Ab	Rank3	Species	Leguminivora glycinivorella
BT_Cry2Ab	Rank3	Species	Rhagoletis cerasi
BT_Cry2Ab	Rank3	Species	Manduca sexta
BT_Cry2Ab	Rank3	Species	Lobesia botrana
BT_Cry2Ab	Rank3	Species	Plutella xylostella
BT_Cry2Ab	Rank3	Species	Cydia pomonella
BT_Cry2Ab	Rank3	Species	Ostrinia nubilalis
BT_Cry2Ab	Rank3	Species	Heliothis virescens
BT_Cry2Ab	Rank3	Species	Spodoptera frugiperda
BT_Cry2Ab	Rank3	Species	Pieris brassicae
BT_Cry2Ac	Rank3	Species	Helicoverpa zea
BT_Cry2Ac	Rank3	Species	Ostrinia nubilalis
BT_Cry2Ac	Rank3	Species	Trichoplusia ni
BT_Cry2Ac	Rank3	Species	Ostrinia furnacalis
BT_Cry2Ac	Rank3	Species	Mythimna separata
BT_Cry2Ac	Rank3	Species	Helicoverpa armigera
BT_Cry2Ac	Rank3	Species	Helicoverpa punctigera
BT_Cry2Ac	Rank3	Species	Heliothis virescens
BT_Cry2Ac	Rank3	Species	Aedes aegypti
BT_Cry2Ac	Rank3	Species	Aedes albifasciatus
BT_Cry2Ac	Rank3	Species	Manduca sexta
BT_Cry2Ad	Rank3	Species	Plutella xylostella
BT_Cry2Ae	Rank3	Species	Ostrinia nubilalis
BT_Cry2Ae	Rank3	Species	Helicoverpa zea
BT_Cry2Ae	Rank3	Species	Trichoplusia ni
BT_Cry2Ae	Rank3	Species	Heliothis virescens
BT_Cry2Ae	Rank3	Species	Spodoptera frugiperda
BT_Cry2Ae	Rank3	Species	Spodoptera exigua
BT_Cry2Af2	Rank3	Species	Helicoverpa armigera
BT_Cry2Ag	Rank3	Species	Pieris rapae
BT_Cry2Ag	Rank3	Species	Aedes aegypti
BT_Cry2Ah	Rank3	Species	Anticarsia gemmatalis
BT_Cry2Ah	Rank3	Species	Helicoverpa zea
BT_Cry2Ah	Rank3	Species	Heliothis virescens
BT_Cry2Ah	Rank3	Species	Diatraea grandiosella
BT_Cry2Ak	Rank3	Species	Ostrinia nubilalis
BT_Cry2Ak	Rank3	Species	Helicoverpa zea
BT_Cry2Ak	Rank3	Species	Anticarsia gemmatalis
BT_Cry2Ak	Rank3	Species	Heliothis virescens
BT_Cry2Ak	Rank3	Species	Spodoptera frugiperda
BT_Cry2Al	Rank3	Species	Spodoptera litura
BT_Cry2Al	Rank3	Species	Helicoverpa armigera
BT_Cry2Am	Rank3	Species	Aedes aegypti
BT_Cry2Ba	Rank3	Species	Anticarsia gemmatalis
BT_Cry2Ba	Rank3	Species	Helicoverpa zea
BT_Cry2Ba	Rank3	Species	Spodoptera frugiperda
BT_Cry2Ba	Rank3	Species	Heliothis virescens
BT_Cry30Aa	Rank3	Species	Anopheles stephensi
BT_Cry30Fa	Rank3	Species	Aedes aegypti
BT_Cry30Fa	Rank3	Species	Spodoptera exigua
BT_Cry30Fa	Rank3	Species	Plutella xylostella
BT_Cry30Fa	Rank3	Species	Helicoverpa armigera
BT_Cry30Ga	Rank3	Species	Aedes aegypti
BT_Cry30Ga	Rank3	Species	Plutella xylostella
BT_Cry31Aa	Rank3	Species	Human cancer cells
BT_Cry31Ab	Rank3	Species	Human cancer cells
BT_Cry31Ac	Rank3	Species	Human cancer cells
BT_Cry31Ad	Rank3	Species	Human cancer cells
BT_Cry32Aa	Rank3	Species	Plutella xylostella
BT_Cry32Eb	Rank3	Species	Caenorhabditis elegans
BT_Cry32Ha	Rank3	Species	Plutella xylostella
BT_Cry32Hb	Rank3	Species	Ostrinia nubilalis
BT_Cry32Hb	Rank3	Species	Plutella xylostella
BT_Cry32Sa	Rank3	Species	Plutella xylostella
BT_Cry39Aa	Rank3	Species	Anopheles stephensi
BT_Cry39Aa	Rank3	Species	Culex pipiens
BT_Cry3Aa	Rank3	Species	Otiorhynchus sulcatus
BT_Cry3Aa	Rank3	Species	Agelastica alni
BT_Cry3Aa	Rank3	Species	Melolontha melolontha
BT_Cry3Aa	Rank3	Species	Chrysomela tremulae
BT_Cry3Aa	Rank3	Species	Altica tombacina
BT_Cry3Aa	Rank3	Species	Alphitobius diaperinus
BT_Cry3Aa	Rank3	Species	Pyrrhalta aenescens
BT_Cry3Aa	Rank3	Species	Solenopsis invicta
BT_Cry3Aa	Rank3	Species	Crioceris quaturdicerumpunctata
BT_Cry3Aa	Rank3	Species	Pyrrhalta luteola
BT_Cry3Aa	Rank3	Species	Amphimallon solstitiale
BT_Cry3Aa	Rank3	Species	Macrosiphum euphorbiae
BT_Cry3Aa	Rank3	Species	Callosobruchus maculatus
BT_Cry3Aa	Rank3	Species	Cylas puncticollis
BT_Cry3Aa	Rank3	Species	Sitophilus oryzae
BT_Cry3Aa	Rank3	Species	Myllocerus undecimpustulatus undatus
BT_Cry3Aa	Rank3	Species	Diabrotica balteata
BT_Cry3Aa	Rank3	Species	Tenebrio molitor
BT_Cry3Aa	Rank3	Species	Tribolium castaneum
BT_Cry3Aa	Rank3	Species	Leptinotarsa decemlineata
BT_Cry3Aa	Rank3	Species	Cylas brunneus
BT_Cry3Aa	Rank3	Species	Hypothenemus hampei
BT_Cry3Aa	Rank3	Species	Colaphellus bowringi
BT_Cry3Aa	Rank3	Species	Acyrthosiphon pisum
BT_Cry3Aa	Rank3	Species	Apriona germari
BT_Cry3Aa	Rank3	Species	Plagiodera versicolora
BT_Cry3Aa	Rank3	Species	Phaedon cochleariae
BT_Cry3Aa	Rank3	Species	Rhyzopertha dominica 
BT_Cry3Aa	Rank3	Species	Chrysomela scripta
BT_Cry3Aa	Rank3	Species	Phaedon brassicae
BT_Cry3Aa	Rank3	Species	Brontispa longissima
BT_Cry3Aa 	Rank3	Species	Callosobruchus maculatus 
BT_Cry3Ba	Rank3	Species	Leptinotarsa decemlineata
BT_Cry3Ba	Rank3	Species	Cyclocephala pasadenae
BT_Cry3Ba	Rank3	Species	Cylas brunneus
BT_Cry3Ba	Rank3	Species	Cyclocephala borealis
BT_Cry3Ba	Rank3	Species	Diabrotica undecimpunctata howardi
BT_Cry3Ba	Rank3	Species	Popillia japonica
BT_Cry3Ba	Rank3	Species	Cylas puncticollis
BT_Cry3Ba	Rank3	Species	Chrysomela scripta
BT_Cry3Ba	Rank3	Species	Tribolium castaneum
BT_Cry3Bb	Rank3	Species	Leptinotarsa decemlineata
BT_Cry3Bb	Rank3	Species	Cylas brunneus
BT_Cry3Bb	Rank3	Species	Diabrotica undecimpunctata howardi
BT_Cry3Bb	Rank3	Species	Alphitobius diaperinus
BT_Cry3Bb	Rank3	Species	Cylas puncticollis
BT_Cry3Bb	Rank3	Species	Diabrotica virgifera virgifera
BT_Cry3Bb 	Rank3	Species	Diabrotica undecimpunctata howardi
BT_Cry3Ca	Rank3	Species	Leptinotarsa decemlineata
BT_Cry3Ca	Rank3	Species	Cylas puncticollis
BT_Cry3Ca	Rank3	Species	Cylas brunneus
BT_Cry40Da	Rank3	Species	Culex quinquefasciatus
BT_Cry41Aa	Rank3	Species	Human cancer cells
BT_Cry41Ab	Rank3	Species	Myzus persicae
BT_Cry41Ab	Rank3	Species	Human cancer cells
BT_Cry42Aa	Rank3	Species	Human cancer cells
BT_Cry43Aa	Rank3	Species	Anomala cuprea
BT_Cry43Ba	Rank3	Species	Anomala cuprea
BT_Cry43Ca	Rank3	Species	Leptinotarsa decemlineata
BT_Cry43Ca	Rank3	Species	Plutella xylostella
BT_Cry43Cb	Rank3	Species	Leptinotarsa decemlineata
BT_Cry43Cb	Rank3	Species	Ostrinia nubilalis
BT_Cry43Cb	Rank3	Species	Plutella xylostella
BT_Cry44Aa	Rank3	Species	Aedes aegypti
BT_Cry44Aa	Rank3	Species	Culex pipiens
BT_Cry44Aa	Rank3	Species	Culex pipiens pallens
BT_Cry44Aa	Rank3	Species	Anopheles stephensi
BT_Cry47Aa	Rank3	Species	Lucilia cuprina
BT_Cry48Aa	Rank3	Species	Culex quinquefasciatus
BT_Cry4Aa	Rank3	Species	Culex pipiens
BT_Cry4Aa	Rank3	Species	Acyrthosiphon pisum
BT_Cry4Aa	Rank3	Species	Culex quinquefasciatus
BT_Cry4Aa	Rank3	Species	Aedes aegypti
BT_Cry4Aa	Rank3	Species	Anopheles dirus
BT_Cry4Aa	Rank3	Species	Anopheles stephensi
BT_Cry4Aa	Rank3	Species	Anopheles gambiae
BT_Cry4Aa	Rank3	Species	Simulium spp.
BT_Cry4Ba	Rank3	Species	Culex pipiens
BT_Cry4Ba	Rank3	Species	Tipula oleracea
BT_Cry4Ba	Rank3	Species	Chironomus tepperi
BT_Cry4Ba	Rank3	Species	Culex quinquefasciatus
BT_Cry4Ba	Rank3	Species	Aedes aegypti
BT_Cry4Ba	Rank3	Species	Anopheles stephensi
BT_Cry4Ba	Rank3	Species	Anopheles albimanus
BT_Cry4Ba	Rank3	Species	Anopheles quadrimaculatus
BT_Cry4Ba	Rank3	Species	Anopheles gambiae
BT_Cry4Ba	Rank3	Species	Simulium spp.
BT_Cry4Cb	Rank3	Species	Culex quinquefasciatus
BT_Cry4Cb	Rank3	Species	Aedes aegypti
BT_Cry4Cb	Rank3	Species	Spodoptera exigua
BT_Cry4Cb	Rank3	Species	Helicoverpa armigera
BT_Cry4Cc	Rank3	Species	Aedes aegypti
BT_Cry4Cc	Rank3	Species	Spodoptera exigua
BT_Cry4Cc	Rank3	Species	Helicoverpa armigera
BT_Cry50Ba	Rank3	Species	Culex quinquefasciatus
BT_Cry52Ba	Rank3	Species	Aedes aegypti
BT_Cry52Ca	Rank3	Species	Helicoverpa armigera
BT_Cry53Ab	Rank3	Species	Aedes aegypti
BT_Cry53Ab	Rank3	Species	Spodoptera exigua
BT_Cry53Ab	Rank3	Species	Helicoverpa armigera
BT_Cry54Aa	Rank3	Species	Pieris rapae
BT_Cry54Aa	Rank3	Species	Culex pipiens
BT_Cry54Aa	Rank3	Species	Helicoverpa armigera
BT_Cry54Aa	Rank3	Species	Aedes aegypti
BT_Cry54Aa	Rank3	Species	Spodoptera exigua
BT_Cry54Ab	Rank3	Species	Culex pipiens
BT_Cry55Aa	Rank3	Species	Meloidogyne hapla
BT_Cry55Aa	Rank3	Species	Meloidogyne incognita
BT_Cry56Aa	Rank3	Species	Aedes aegypti
BT_Cry56Aa	Rank3	Species	Plutella xylostella
BT_Cry56Aa	Rank3	Species	Helicoverpa armigera
BT_Cry57Ab	Rank3	Species	Ostrinia furnacalis
BT_Cry57Ab	Rank3	Species	Plutella xylostella
BT_Cry59Ba	Rank3	Species	Aedes aegypti
BT_Cry59Ba	Rank3	Species	Spodoptera exigua
BT_Cry5Ac	Rank3	Species	Diprion pini
BT_Cry5Ba	Rank3	Species	Heligmosomoides polygyrus bakeri
BT_Cry5Ba	Rank3	Species	Meloidogyne hapla
BT_Cry5Ba	Rank3	Species	Panagrellus redivivus
BT_Cry5Ba	Rank3	Species	Parascaris spp.
BT_Cry5Ba	Rank3	Species	Bursaphelenchus xylophilus
BT_Cry5Ba	Rank3	Species	Acrobeloides sp
BT_Cry5Ba	Rank3	Species	Necator americanus
BT_Cry5Ba	Rank3	Species	Pristionchus pacificus
BT_Cry5Ba	Rank3	Species	Ascaris suum
BT_Cry5Ba	Rank3	Species	Haemonchus contortus
BT_Cry5Ba	Rank3	Species	Distolabrellus veechi
BT_Cry5Ba	Rank3	Species	Nippostrongylus brasiliensis
BT_Cry5Ba	Rank3	Species	Caenorhabditis elegans
BT_Cry5Ba	Rank3	Species	Ancylostoma ceylanicum
BT_Cry5Ba	Rank3	Species	Meloidogyne incognita
BT_Cry5Ca	Rank3	Species	Caenorhabditis elegans
BT_Cry5Ca	Rank3	Species	Meloidogyne incognita
BT_Cry5Da	Rank3	Species	Caenorhabditis elegans
BT_Cry5Da	Rank3	Species	Meloidogyne incognita
BT_Cry62Aa	Rank3	Species	Human cancer cells
BT_Cry63Aa	Rank3	Species	Human cancer cells
BT_Cry65Aa	Rank3	Species	Human cancer cells
BT_Cry68Aa	Rank3	Species	Spodoptera exigua
BT_Cry68Aa	Rank3	Species	Helicoverpa armigera
BT_Cry69Aa	Rank3	Species	Aedes aegypti
BT_Cry69Aa	Rank3	Species	Spodoptera exigua
BT_Cry69Aa	Rank3	Species	Helicoverpa armigera
BT_Cry69Aa	Rank3	Species	Culex quinquefasciatus
BT_Cry70Aa	Rank3	Species	Aedes aegypti
BT_Cry70Ba	Rank3	Species	Aedes aegypti
BT_Cry71Aa	Rank3	Species	Spodoptera exigua
BT_Cry72Aa	Rank3	Species	Spodoptera exigua
BT_Cry73Ba	Rank3	Species	Myzus persicae
BT_Cry7Aa	Rank3	Species	Leptinotarsa decemlineata
BT_Cry7Aa	Rank3	Species	Cylas puncticollis
BT_Cry7Aa	Rank3	Species	Cylas brunneus
BT_Cry7Ab	Rank3	Species	Acanthoscelides obtectus 
BT_Cry7Ab	Rank3	Species	Colaphellus bowringi
BT_Cry7Ab	Rank3	Species	Xylotrechus arvicola
BT_Cry7Ab	Rank3	Species	Holotrichia parallela
BT_Cry7Ab	Rank3	Species	Henosepilachna vigintioctomaculata
BT_Cry7Ba	Rank3	Species	Plutella xylostella
BT_Cry7Ca	Rank3	Species	Locusta migratoria manilensis
BT_Cry7Ca	Rank3	Species	Locusta migratoria
BT_Cry7Gb	Rank3	Species	Diabrotica virgifera virgifera
BT_Cry7Gb	Rank3	Species	Diabrotica undecimpunctata howardi
BT_Cry8Aa	Rank3	Species	Cotinis spp.
BT_Cry8Aa	Rank3	Species	Leptinotarsa decemlineata
BT_Cry8Ab	Rank3	Species	Holotrichia parallela
BT_Cry8Ab	Rank3	Species	Holotrichia oblita
BT_Cry8Ba	Rank3	Species	Cyclocephala pasadenae
BT_Cry8Ba	Rank3	Species	Cyclocephala borealis
BT_Cry8Ba	Rank3	Species	Popillia japonica
BT_Cry8Ba	Rank3	Species	Diabrotica virgifera virgifera
BT_Cry8Ba	Rank3	Species	Cotinis spp.
BT_Cry8Bb	Rank3	Species	Leptinotarsa decemlineata
BT_Cry8Bb	Rank3	Species	Diabrotica virgifera virgifera
BT_Cry8Bb	Rank3	Species	Diabrotica undecimpunctata howardi
BT_Cry8Bc	Rank3	Species	Leptinotarsa decemlineata
BT_Cry8Bc	Rank3	Species	Diabrotica virgifera virgifera
BT_Cry8Bc	Rank3	Species	Diabrotica undecimpunctata howardi
BT_Cry8Ca	Rank3	Species	Holotrichia oblita
BT_Cry8Ca	Rank3	Species	Popillia japonica
BT_Cry8Ca	Rank3	Species	Anomala cuprea
BT_Cry8Ca	Rank3	Species	Anomala corpulenta
BT_Cry8Ca	Rank3	Species	Alphitobius diaperinus
BT_Cry8Ca	Rank3	Species	Anomala exoleta
BT_Cry8Ca	Rank3	Species	Holotrichia parallela
BT_Cry8Da	Rank3	Species	Popillia japonica
BT_Cry8Da	Rank3	Species	Anomala cuprea
BT_Cry8Da	Rank3	Species	Agelastica coerulea
BT_Cry8Da	Rank3	Species	Anomala orientalis
BT_Cry8Da	Rank3	Species	Plutella xylostella
BT_Cry8Db	Rank3	Species	Pentodon idiota
BT_Cry8Db	Rank3	Species	Agelastica coerulea
BT_Cry8Db	Rank3	Species	Popillia japonica
BT_Cry8Ea	Rank3	Species	Popillia flavosellata
BT_Cry8Ea	Rank3	Species	Holotrichia oblita
BT_Cry8Ea	Rank3	Species	Anomala corpulenta
BT_Cry8Ea	Rank3	Species	Plagiodera versicolora
BT_Cry8Ea	Rank3	Species	Holotrichia parallela
BT_Cry8Ga	Rank3	Species	Holotrichia parallela
BT_Cry8Ga	Rank3	Species	Anomala corpulenta
BT_Cry8Ga	Rank3	Species	Holotrichia oblita
BT_Cry8Ha	Rank3	Species	Colaphellus bowringi
BT_Cry8Ha	Rank3	Species	Holotrichia parallela
BT_Cry8Ha	Rank3	Species	Holotrichia oblita
BT_Cry8Ha	Rank3	Species	Anoplophora glabripennis
BT_Cry8Hb	Rank3	Species	Diabrotica virgifera virgifera
BT_Cry8Ia	Rank3	Species	Holotrichia parallela
BT_Cry8Ka	Rank3	Species	Anthonomus grandis
BT_Cry8Kb	Rank3	Species	Holotrichia parallela
BT_Cry8Na	Rank3	Species	Holotrichia parallela
BT_Cry8Pa	Rank3	Species	Holotrichia oblita
BT_Cry8Pa	Rank3	Species	Anthonomus grandis
BT_Cry8Qa	Rank3	Species	Anticarsia gemmatalis
BT_Cry8Qa	Rank3	Species	Anthonomus grandis
BT_Cry8Sa	Rank3	Species	Holotrichia serrata
BT_Cry9Aa	Rank3	Species	Helicoverpa zea
BT_Cry9Aa	Rank3	Species	Ostrinia nubilalis
BT_Cry9Aa	Rank3	Species	Phthorimaea operculella
BT_Cry9Aa	Rank3	Species	Trichoplusia ni
BT_Cry9Aa	Rank3	Species	Ostrinia furnacalis
BT_Cry9Aa	Rank3	Species	Helicoverpa armigera
BT_Cry9Aa	Rank3	Species	Chilo suppressalis
BT_Cry9Aa	Rank3	Species	Helicoverpa punctigera
BT_Cry9Aa	Rank3	Species	Ctenopsuestis obliquana
BT_Cry9Aa	Rank3	Species	Heliothis virescens
BT_Cry9Aa	Rank3	Species	Planotortrix octo
BT_Cry9Aa	Rank3	Species	Epiphyas postvittana
BT_Cry9Aa	Rank3	Species	Galleria mellonella
BT_Cry9Aa	Rank3	Species	Plutella xylostella
BT_Cry9Bb	Rank3	Species	Spodoptera frugiperda
BT_Cry9Bb	Rank3	Species	Anticarsia gemmatalis
BT_Cry9Bb	Rank3	Species	Manduca sexta
BT_Cry9Ca	Rank3	Species	Ostrinia nubilalis
BT_Cry9Ca	Rank3	Species	Agrotis ipsilon
BT_Cry9Ca	Rank3	Species	Agrotis segetum
BT_Cry9Ca	Rank3	Species	Trichoplusia ni
BT_Cry9Ca	Rank3	Species	Lobesia botrana
BT_Cry9Ca	Rank3	Species	Mamestra brassicae
BT_Cry9Ca	Rank3	Species	Spodoptera littoralis
BT_Cry9Ca	Rank3	Species	Cacyreus marshalli
BT_Cry9Ca	Rank3	Species	Choristoneura fumiferana
BT_Cry9Ca	Rank3	Species	Helicoverpa armigera
BT_Cry9Ca	Rank3	Species	Chilo suppressalis
BT_Cry9Ca	Rank3	Species	Heliothis virescens
BT_Cry9Ca	Rank3	Species	Earias insulana
BT_Cry9Ca	Rank3	Species	Danaus plexippus
BT_Cry9Ca	Rank3	Species	Pectinophora gossypiella
BT_Cry9Ca	Rank3	Species	Bombyx mori
BT_Cry9Ca	Rank3	Species	Spodoptera exigua
BT_Cry9Ca	Rank3	Species	Epinotia aporema
BT_Cry9Ca	Rank3	Species	Manduca sexta
BT_Cry9Ca	Rank3	Species	Plutella xylostella
BT_Cry9Cb	Rank3	Species	Agrotis ipsilon
BT_Cry9Cb	Rank3	Species	Ostrinia furnacalis
BT_Cry9Cb	Rank3	Species	Mythimna separata
BT_Cry9Cb	Rank3	Species	Chilo suppressalis
BT_Cry9Cb	Rank3	Species	Plutella xylostella
BT_Cry9Da	Rank3	Species	Bombyx mori
BT_Cry9Da	Rank3	Species	Anomala cuprea
BT_Cry9Da	Rank3	Species	Plutella xylostella
BT_Cry9Db	Rank3	Species	Ostrinia nubilalis
BT_Cry9Ea	Rank3	Species	Cydia pomonella
BT_Cry9Ea	Rank3	Species	Hyphantria cunea
BT_Cry9Eb	Rank3	Species	Ostrinia nubilalis
BT_Cry9Eb	Rank3	Species	Heliothis virescens
BT_Cry9Eb	Rank3	Species	Ostrinia furnacalis
BT_Cry9Eb	Rank3	Species	Plutella xylostella
BT_Cry9Ec	Rank3	Species	Bombyx mori
BT_Cry9Ec	Rank3	Species	Ostrinia nubilalis
BT_Cry9Ec	Rank3	Species	Plutella xylostella
BT_Cry9Ed	Rank3	Species	Ostrinia nubilalis
BT_Cry9Ee	Rank3	Species	Ostrinia nubilalis
BT_Cry9Ee	Rank3	Species	Ostrinia furnacalis
BT_Cry9Ee	Rank3	Species	Plutella xylostella
BT_Cry9Ga	Rank3	Species	Anticarsia gemmatalis
BT_Cry9Ga	Rank3	Species	Diatraea grandiosella
BT_Cry9Ga	Rank3	Species	Plutella xylostella
BT_CryAb	Rank3	Species	Helicoverpa armigera
BT_Cy1Hc	Rank3	Species	Ostrinia furnacalis
BT_Cy1Hc	Rank3	Species	Plutella xylostella
BT_Cry16Aa	Rank3	Species	Aedes aegypti
BT_Cry16Aa	Rank3	Species	Culex pipiens
BT_Cry16Aa	Rank3	Species	Anopheles stephensi
BT_Cry1Ae	Rank3	Species	Trichoplusia ni
BT_Cry1Ae	Rank3	Species	Heliothis virescens
BT_Cry1Ka	Rank3	Species	Pieris rapae
BT_Cry2Af	Rank3	Species	Helicoverpa armigera
BT_Cry32Ba	Rank3	Species	Aedes aegypti
BT_Cry32Ca	Rank3	Species	Aedes aegypti
BT_Cry32Da	Rank3	Species	Aedes aegypti
BT_Cry5Aa	Rank3	Species	Fasciola hepatica
