ID	Rec_num	Par_num	Comon_num	Coeff	Dataset	Par_type
17	6	21	0.16666666666666666	Simpson	Assemblies	Strict
17	6	21	0.047619047619047616	Braun	Assemblies	Strict
17	6	21	0.16666666666666666	Rec_coeff	Assemblies	Strict
17	6	21	0.5238095238095238	Par_coeff	Assemblies	Strict
17	6	21	0.038461538461538464	Jaccard	Assemblies	All
17	6	21	0.16666666666666666	Simpson	Assemblies	All
17	6	21	0.047619047619047616	Braun	Assemblies	All
17	6	21	0.16666666666666666	Rec_coeff	Assemblies	All
17	6	21	0.5238095238095238	Par_coeff	Assemblies	All
19	1	18	0.0	Jaccard	Assemblies	Strict
19	1	18	0.0	Simpson	Assemblies	Strict
19	1	18	0.0	Braun	Assemblies	Strict
19	1	18	0.0	Rec_coeff	Assemblies	Strict
19	1	18	0.7222222222222222	Par_coeff	Assemblies	Strict
19	1	18	0.0	Jaccard	Assemblies	All
19	1	18	0.0	Simpson	Assemblies	All
19	1	18	0.0	Braun	Assemblies	All
19	1	18	0.0	Rec_coeff	Assemblies	All
19	1	18	0.7222222222222222	Par_coeff	Assemblies	All
22	3	1	0.0	Jaccard	Assemblies	Strict
22	3	1	0.0	Simpson	Assemblies	Strict
22	3	1	0.0	Braun	Assemblies	Strict
22	3	1	0.0	Rec_coeff	Assemblies	Strict
22	3	1	0.0	Par_coeff	Assemblies	Strict
22	3	6	0.0	Jaccard	Assemblies	All
22	3	6	0.0	Simpson	Assemblies	All
22	3	1	0.0	Braun	Assemblies	All
22	3	1	0.0	Rec_coeff	Assemblies	All
22	3	1	0.0	Par_coeff	Assemblies	All
23	1	3	0.0	Jaccard	Assemblies	Strict
23	1	3	0.0	Simpson	Assemblies	Strict
23	1	3	0.0	Braun	Assemblies	Strict
23	1	3	0.0	Rec_coeff	Assemblies	Strict
23	1	3	0.0	Par_coeff	Assemblies	Strict
23	1	3	0.0	Jaccard	Assemblies	All
23	1	3	0.0	Simpson	Assemblies	All
23	1	3	0.0	Braun	Assemblies	All
23	1	3	0.0	Rec_coeff	Assemblies	All
23	1	3	0.3333333333333333	Par_coeff	Assemblies	All
24	1	23	0.0	Jaccard	Assemblies	Strict
24	1	23	0.0	Simpson	Assemblies	Strict
24	1	23	0.0	Braun	Assemblies	Strict
24	1	23	0.0	Rec_coeff	Assemblies	Strict
24	1	23	0.08695652173913043	Par_coeff	Assemblies	Strict
24	1	32	0.0	Jaccard	Assemblies	All
24	1	32	0.0	Simpson	Assemblies	All
24	1	23	0.0	Braun	Assemblies	All
24	1	23	0.0	Rec_coeff	Assemblies	All
24	1	23	0.0625	Par_coeff	Assemblies	All
27	1	5	0.0	Jaccard	Assemblies	Strict
27	1	5	0.0	Simpson	Assemblies	Strict
27	1	5	0.0	Braun	Assemblies	Strict
27	1	5	0.0	Rec_coeff	Assemblies	Strict
27	1	5	0.0	Par_coeff	Assemblies	Strict
27	1	5	0.0	Jaccard	Assemblies	All
27	1	5	0.0	Simpson	Assemblies	All
27	1	5	0.0	Braun	Assemblies	All
27	1	5	0.0	Rec_coeff	Assemblies	All
27	1	5	0.0	Par_coeff	Assemblies	All
28	6	5	0.0	Jaccard	Assemblies	Strict
28	6	5	0.0	Simpson	Assemblies	Strict
28	6	5	0.0	Braun	Assemblies	Strict
28	6	5	0.0	Rec_coeff	Assemblies	Strict
28	6	5	0.0	Par_coeff	Assemblies	Strict
28	6	11	0.5454545454545454	Jaccard	Assemblies	All
28	6	11	1.0	Simpson	Assemblies	All
28	6	5	0.5454545454545454	Braun	Assemblies	All
28	6	5	1.0	Rec_coeff	Assemblies	All
28	6	5	0.0	Par_coeff	Assemblies	All
29	15	20	0.34615384615384615	Jaccard	Assemblies	Strict
29	15	20	0.6	Simpson	Assemblies	Strict
29	15	20	0.45	Braun	Assemblies	Strict
29	15	20	0.6	Rec_coeff	Assemblies	Strict
29	15	20	0.0	Par_coeff	Assemblies	Strict
29	15	20	0.34615384615384615	Jaccard	Assemblies	All
29	15	20	0.6	Simpson	Assemblies	All
29	15	20	0.45	Braun	Assemblies	All
29	15	20	0.6	Rec_coeff	Assemblies	All
29	15	20	0.0	Par_coeff	Assemblies	All
32	1	4	0.0	Jaccard	Assemblies	Strict
32	1	4	0.0	Simpson	Assemblies	Strict
32	1	4	0.0	Braun	Assemblies	Strict
32	1	4	0.0	Rec_coeff	Assemblies	Strict
32	1	4	0.25	Par_coeff	Assemblies	Strict
32	1	4	0.0	Jaccard	Assemblies	All
32	1	4	0.0	Simpson	Assemblies	All
32	1	4	0.0	Braun	Assemblies	All
32	1	4	0.0	Rec_coeff	Assemblies	All
32	1	4	0.25	Par_coeff	Assemblies	All
34	3	3	1.0	Jaccard	Assemblies	Strict
34	3	3	1.0	Simpson	Assemblies	Strict
34	3	3	1.0	Braun	Assemblies	Strict
34	3	3	1.0	Rec_coeff	Assemblies	Strict
34	3	3	1.0	Par_coeff	Assemblies	Strict
34	3	3	1.0	Jaccard	Assemblies	All
34	3	3	1.0	Simpson	Assemblies	All
34	3	3	1.0	Braun	Assemblies	All
34	3	3	1.0	Rec_coeff	Assemblies	All
34	3	3	1.0	Par_coeff	Assemblies	All
36	4	3	0.0	Jaccard	Assemblies	Strict
36	4	3	0.0	Simpson	Assemblies	Strict
36	4	3	0.0	Braun	Assemblies	Strict
36	4	3	0.0	Rec_coeff	Assemblies	Strict
36	4	3	0.0	Par_coeff	Assemblies	Strict
36	4	3	0.0	Jaccard	Assemblies	All
36	4	3	0.0	Simpson	Assemblies	All
36	4	3	0.0	Braun	Assemblies	All
36	4	3	0.0	Rec_coeff	Assemblies	All
36	4	3	0.0	Par_coeff	Assemblies	All
37	1	2	0.0	Jaccard	Assemblies	Strict
37	1	2	0.0	Simpson	Assemblies	Strict
37	1	2	0.0	Braun	Assemblies	Strict
37	1	2	0.0	Rec_coeff	Assemblies	Strict
37	1	2	0.0	Par_coeff	Assemblies	Strict
37	1	4	0.0	Jaccard	Assemblies	All
37	1	4	0.0	Simpson	Assemblies	All
37	1	2	0.0	Braun	Assemblies	All
37	1	2	0.0	Rec_coeff	Assemblies	All
37	1	2	0.0	Par_coeff	Assemblies	All
38	1	15	0.0	Jaccard	Assemblies	Strict
38	1	15	0.0	Simpson	Assemblies	Strict
38	1	15	0.0	Braun	Assemblies	Strict
38	1	15	0.0	Rec_coeff	Assemblies	Strict
38	1	15	0.0	Par_coeff	Assemblies	Strict
38	1	15	0.0	Jaccard	Assemblies	All
38	1	15	0.0	Simpson	Assemblies	All
38	1	15	0.0	Braun	Assemblies	All
38	1	15	0.0	Rec_coeff	Assemblies	All
38	1	15	0.0	Par_coeff	Assemblies	All
39	1	3	0.0	Jaccard	Assemblies	Strict
39	1	3	0.0	Simpson	Assemblies	Strict
39	1	3	0.0	Braun	Assemblies	Strict
39	1	3	0.0	Rec_coeff	Assemblies	Strict
39	1	3	0.0	Par_coeff	Assemblies	Strict
39	1	3	0.0	Jaccard	Assemblies	All
39	1	3	0.0	Simpson	Assemblies	All
39	1	3	0.0	Braun	Assemblies	All
39	1	3	0.0	Rec_coeff	Assemblies	All
39	1	3	0.3333333333333333	Par_coeff	Assemblies	All
44	6	3	0.0	Jaccard	Assemblies	Strict
44	6	3	0.0	Simpson	Assemblies	Strict
44	6	3	0.0	Braun	Assemblies	Strict
44	6	3	0.0	Rec_coeff	Assemblies	Strict
44	6	3	0.0	Par_coeff	Assemblies	Strict
44	6	3	0.0	Jaccard	Assemblies	All
44	6	3	0.0	Simpson	Assemblies	All
44	6	3	0.0	Braun	Assemblies	All
44	6	3	0.0	Rec_coeff	Assemblies	All
44	6	3	0.0	Par_coeff	Assemblies	All
45	1	8	0.0	Jaccard	Assemblies	Strict
45	1	8	0.0	Simpson	Assemblies	Strict
45	1	8	0.0	Braun	Assemblies	Strict
45	1	8	0.0	Rec_coeff	Assemblies	Strict
45	1	8	0.0	Par_coeff	Assemblies	Strict
45	1	11	0.0	Jaccard	Assemblies	All
45	1	11	0.0	Simpson	Assemblies	All
45	1	8	0.0	Braun	Assemblies	All
45	1	8	0.0	Rec_coeff	Assemblies	All
45	1	8	0.0	Par_coeff	Assemblies	All
47	1	20	0.0	Jaccard	Assemblies	Strict
47	1	20	0.0	Simpson	Assemblies	Strict
47	1	20	0.0	Braun	Assemblies	Strict
47	1	20	0.0	Rec_coeff	Assemblies	Strict
47	1	20	0.1	Par_coeff	Assemblies	Strict
47	1	20	0.0	Jaccard	Assemblies	All
47	1	20	0.0	Simpson	Assemblies	All
47	1	20	0.0	Braun	Assemblies	All
47	1	20	0.0	Rec_coeff	Assemblies	All
47	1	20	0.1	Par_coeff	Assemblies	All
49	4	2	0.0	Jaccard	Assemblies	Strict
49	4	2	0.0	Simpson	Assemblies	Strict
49	4	2	0.0	Braun	Assemblies	Strict
49	4	2	0.0	Rec_coeff	Assemblies	Strict
49	4	2	0.0	Par_coeff	Assemblies	Strict
49	4	2	0.0	Jaccard	Assemblies	All
49	4	2	0.0	Simpson	Assemblies	All
49	4	2	0.0	Braun	Assemblies	All
49	4	2	0.0	Rec_coeff	Assemblies	All
49	4	2	0.0	Par_coeff	Assemblies	All
51	4	5	0.0	Jaccard	Assemblies	Strict
51	4	5	0.0	Simpson	Assemblies	Strict
51	4	5	0.0	Braun	Assemblies	Strict
51	4	5	0.0	Rec_coeff	Assemblies	Strict
51	4	5	0.0	Par_coeff	Assemblies	Strict
51	4	5	0.0	Jaccard	Assemblies	All
51	4	5	0.0	Simpson	Assemblies	All
51	4	5	0.0	Braun	Assemblies	All
51	4	5	0.0	Rec_coeff	Assemblies	All
51	4	5	0.0	Par_coeff	Assemblies	All
52	7	17	0.4117647058823529	Jaccard	Assemblies	Strict
52	7	17	1.0	Simpson	Assemblies	Strict
52	7	17	0.4117647058823529	Braun	Assemblies	Strict
52	7	17	1.0	Rec_coeff	Assemblies	Strict
52	7	17	0.0	Par_coeff	Assemblies	Strict
52	7	17	0.4117647058823529	Jaccard	Assemblies	All
52	7	17	1.0	Simpson	Assemblies	All
52	7	17	0.4117647058823529	Braun	Assemblies	All
52	7	17	1.0	Rec_coeff	Assemblies	All
52	7	17	0.0	Par_coeff	Assemblies	All
53	1	1	0.0	Jaccard	Assemblies	Strict
53	1	1	0.0	Simpson	Assemblies	Strict
53	1	1	0.0	Braun	Assemblies	Strict
53	1	1	0.0	Rec_coeff	Assemblies	Strict
53	1	1	0.0	Par_coeff	Assemblies	Strict
53	1	14	0.0	Jaccard	Assemblies	All
53	1	14	0.0	Simpson	Assemblies	All
53	1	1	0.0	Braun	Assemblies	All
53	1	1	0.0	Rec_coeff	Assemblies	All
53	1	1	0.0	Par_coeff	Assemblies	All
56	1	2	0.0	Jaccard	Assemblies	Strict
56	1	2	0.0	Simpson	Assemblies	Strict
56	1	2	0.0	Braun	Assemblies	Strict
56	1	2	0.0	Rec_coeff	Assemblies	Strict
56	1	2	0.0	Par_coeff	Assemblies	Strict
56	1	12	0.0	Jaccard	Assemblies	All
56	1	12	0.0	Simpson	Assemblies	All
56	1	2	0.0	Braun	Assemblies	All
56	1	2	0.0	Rec_coeff	Assemblies	All
56	1	2	0.0	Par_coeff	Assemblies	All
60	2	2	0.0	Jaccard	Assemblies	Strict
60	2	2	0.0	Simpson	Assemblies	Strict
60	2	2	0.0	Braun	Assemblies	Strict
60	2	2	0.0	Rec_coeff	Assemblies	Strict
60	2	2	0.0	Par_coeff	Assemblies	Strict
60	2	2	0.0	Jaccard	Assemblies	All
60	2	2	0.0	Simpson	Assemblies	All
60	2	2	0.0	Braun	Assemblies	All
60	2	2	0.0	Rec_coeff	Assemblies	All
60	2	2	0.0	Par_coeff	Assemblies	All
62	13	21	0.1724137931034483	Jaccard	Assemblies	Strict
62	13	21	0.38461538461538464	Simpson	Assemblies	Strict
62	13	21	0.23809523809523808	Braun	Assemblies	Strict
62	13	21	0.38461538461538464	Rec_coeff	Assemblies	Strict
62	13	21	0.0	Par_coeff	Assemblies	Strict
62	13	22	0.16666666666666666	Jaccard	Assemblies	All
62	13	22	0.38461538461538464	Simpson	Assemblies	All
62	13	21	0.22727272727272727	Braun	Assemblies	All
62	13	21	0.38461538461538464	Rec_coeff	Assemblies	All
62	13	21	0.0	Par_coeff	Assemblies	All
65	2	1	0.0	Jaccard	Assemblies	Strict
65	2	1	0.0	Simpson	Assemblies	Strict
65	2	1	0.0	Braun	Assemblies	Strict
65	2	1	0.0	Rec_coeff	Assemblies	Strict
65	2	1	0.0	Par_coeff	Assemblies	Strict
65	2	1	0.0	Jaccard	Assemblies	All
65	2	1	0.0	Simpson	Assemblies	All
65	2	1	0.0	Braun	Assemblies	All
65	2	1	0.0	Rec_coeff	Assemblies	All
65	2	1	0.0	Par_coeff	Assemblies	All
71	1	20	0.0	Jaccard	Assemblies	Strict
71	1	20	0.0	Simpson	Assemblies	Strict
71	1	20	0.0	Braun	Assemblies	Strict
71	1	20	0.0	Rec_coeff	Assemblies	Strict
71	1	20	0.0	Par_coeff	Assemblies	Strict
71	1	51	0.0	Jaccard	Assemblies	All
71	1	51	0.0	Simpson	Assemblies	All
71	1	20	0.0	Braun	Assemblies	All
71	1	20	0.0	Rec_coeff	Assemblies	All
71	1	20	0.0	Par_coeff	Assemblies	All
73	3	3	1.0	Jaccard	Assemblies	Strict
73	3	3	1.0	Simpson	Assemblies	Strict
73	3	3	1.0	Braun	Assemblies	Strict
73	3	3	1.0	Rec_coeff	Assemblies	Strict
73	3	3	0.0	Par_coeff	Assemblies	Strict
73	3	3	1.0	Jaccard	Assemblies	All
73	3	3	1.0	Simpson	Assemblies	All
73	3	3	1.0	Braun	Assemblies	All
73	3	3	1.0	Rec_coeff	Assemblies	All
73	3	3	0.0	Par_coeff	Assemblies	All
74	3	6	0.0	Jaccard	Assemblies	All
74	3	6	0.0	Simpson	Assemblies	All
74	3	0	0.0	Braun	Assemblies	All
74	3	0	0.0	Rec_coeff	Assemblies	All
74	3	0	0.0	Par_coeff	Assemblies	All
75	1	6	0.0	Jaccard	Assemblies	Strict
75	1	6	0.0	Simpson	Assemblies	Strict
75	1	6	0.0	Braun	Assemblies	Strict
75	1	6	0.0	Rec_coeff	Assemblies	Strict
75	1	6	0.0	Par_coeff	Assemblies	Strict
75	1	10	0.0	Jaccard	Assemblies	All
75	1	10	0.0	Simpson	Assemblies	All
75	1	6	0.0	Braun	Assemblies	All
75	1	6	0.0	Rec_coeff	Assemblies	All
75	1	6	0.1	Par_coeff	Assemblies	All
78	1	8	0.0	Jaccard	Assemblies	Strict
78	1	8	0.0	Simpson	Assemblies	Strict
78	1	8	0.0	Braun	Assemblies	Strict
78	1	8	0.0	Rec_coeff	Assemblies	Strict
78	1	8	0.0	Par_coeff	Assemblies	Strict
78	1	19	0.0	Jaccard	Assemblies	All
78	1	19	0.0	Simpson	Assemblies	All
78	1	8	0.0	Braun	Assemblies	All
78	1	8	0.0	Rec_coeff	Assemblies	All
78	1	8	0.42105263157894735	Par_coeff	Assemblies	All
84	9	5	0.0	Jaccard	Assemblies	Strict
84	9	5	0.0	Simpson	Assemblies	Strict
84	9	5	0.0	Braun	Assemblies	Strict
84	9	5	0.0	Rec_coeff	Assemblies	Strict
84	9	5	0.0	Par_coeff	Assemblies	Strict
84	9	29	0.26666666666666666	Jaccard	Assemblies	All
84	9	29	0.8888888888888888	Simpson	Assemblies	All
84	9	5	0.27586206896551724	Braun	Assemblies	All
84	9	5	0.8888888888888888	Rec_coeff	Assemblies	All
84	9	5	0.0	Par_coeff	Assemblies	All
87	2	19	0.0	Jaccard	Assemblies	Strict
87	2	19	0.0	Simpson	Assemblies	Strict
87	2	19	0.0	Braun	Assemblies	Strict
87	2	19	0.0	Rec_coeff	Assemblies	Strict
87	2	19	0.05263157894736842	Par_coeff	Assemblies	Strict
87	2	51	0.0	Jaccard	Assemblies	All
87	2	51	0.0	Simpson	Assemblies	All
87	2	19	0.0	Braun	Assemblies	All
87	2	19	0.0	Rec_coeff	Assemblies	All
87	2	19	0.11764705882352941	Par_coeff	Assemblies	All
95	1	25	0.0	Jaccard	Assemblies	Strict
95	1	25	0.0	Simpson	Assemblies	Strict
95	1	25	0.0	Braun	Assemblies	Strict
95	1	25	0.0	Rec_coeff	Assemblies	Strict
95	1	25	0.0	Par_coeff	Assemblies	Strict
95	1	25	0.0	Jaccard	Assemblies	All
95	1	25	0.0	Simpson	Assemblies	All
95	1	25	0.0	Braun	Assemblies	All
95	1	25	0.0	Rec_coeff	Assemblies	All
95	1	25	0.0	Par_coeff	Assemblies	All
96	1	3	0.0	Jaccard	Assemblies	Strict
96	1	3	0.0	Simpson	Assemblies	Strict
96	1	3	0.0	Braun	Assemblies	Strict
96	1	3	0.0	Rec_coeff	Assemblies	Strict
96	1	3	0.0	Par_coeff	Assemblies	Strict
96	1	4	0.0	Jaccard	Assemblies	All
96	1	4	0.0	Simpson	Assemblies	All
96	1	3	0.0	Braun	Assemblies	All
96	1	3	0.0	Rec_coeff	Assemblies	All
96	1	3	0.0	Par_coeff	Assemblies	All
98	2	2	0.0	Jaccard	Assemblies	Strict
98	2	2	0.0	Simpson	Assemblies	Strict
98	2	2	0.0	Braun	Assemblies	Strict
98	2	2	0.0	Rec_coeff	Assemblies	Strict
98	2	2	0.0	Par_coeff	Assemblies	Strict
98	2	5	0.0	Jaccard	Assemblies	All
98	2	5	0.0	Simpson	Assemblies	All
98	2	2	0.0	Braun	Assemblies	All
98	2	2	0.0	Rec_coeff	Assemblies	All
98	2	2	0.0	Par_coeff	Assemblies	All
103	1	11	0.0	Jaccard	Assemblies	All
103	1	11	0.0	Simpson	Assemblies	All
103	1	0	0.0	Braun	Assemblies	All
103	1	0	0.0	Rec_coeff	Assemblies	All
103	1	0	0.0	Par_coeff	Assemblies	All
104	5	6	0.8333333333333334	Jaccard	Assemblies	Strict
104	5	6	1.0	Simpson	Assemblies	Strict
104	5	6	0.8333333333333334	Braun	Assemblies	Strict
104	5	6	1.0	Rec_coeff	Assemblies	Strict
104	5	6	0.0	Par_coeff	Assemblies	Strict
104	5	6	0.8333333333333334	Jaccard	Assemblies	All
104	5	6	1.0	Simpson	Assemblies	All
104	5	6	0.8333333333333334	Braun	Assemblies	All
104	5	6	1.0	Rec_coeff	Assemblies	All
104	5	6	0.0	Par_coeff	Assemblies	All
107	1	1	0.0	Jaccard	Assemblies	Strict
107	1	1	0.0	Simpson	Assemblies	Strict
107	1	1	0.0	Braun	Assemblies	Strict
107	1	1	0.0	Rec_coeff	Assemblies	Strict
107	1	1	0.0	Par_coeff	Assemblies	Strict
107	1	4	0.0	Jaccard	Assemblies	All
107	1	4	0.0	Simpson	Assemblies	All
107	1	1	0.0	Braun	Assemblies	All
107	1	1	0.0	Rec_coeff	Assemblies	All
107	1	1	0.25	Par_coeff	Assemblies	All
109	8	18	0.04	Jaccard	Assemblies	Strict
109	8	18	0.125	Simpson	Assemblies	Strict
109	8	18	0.05555555555555555	Braun	Assemblies	Strict
109	8	18	0.125	Rec_coeff	Assemblies	Strict
109	8	18	0.0	Par_coeff	Assemblies	Strict
109	8	19	0.038461538461538464	Jaccard	Assemblies	All
109	8	19	0.125	Simpson	Assemblies	All
109	8	18	0.05263157894736842	Braun	Assemblies	All
109	8	18	0.125	Rec_coeff	Assemblies	All
109	8	18	0.0	Par_coeff	Assemblies	All
112	6	3	0.0	Jaccard	Assemblies	Strict
112	6	3	0.0	Simpson	Assemblies	Strict
112	6	3	0.0	Braun	Assemblies	Strict
112	6	3	0.0	Rec_coeff	Assemblies	Strict
112	6	3	0.0	Par_coeff	Assemblies	Strict
112	6	4	0.0	Jaccard	Assemblies	All
112	6	4	0.0	Simpson	Assemblies	All
112	6	3	0.0	Braun	Assemblies	All
112	6	3	0.0	Rec_coeff	Assemblies	All
112	6	3	0.0	Par_coeff	Assemblies	All
113	4	3	0.0	Jaccard	Assemblies	Strict
113	4	3	0.0	Simpson	Assemblies	Strict
113	4	3	0.0	Braun	Assemblies	Strict
113	4	3	0.0	Rec_coeff	Assemblies	Strict
113	4	3	0.0	Par_coeff	Assemblies	Strict
113	4	3	0.0	Jaccard	Assemblies	All
113	4	3	0.0	Simpson	Assemblies	All
113	4	3	0.0	Braun	Assemblies	All
113	4	3	0.0	Rec_coeff	Assemblies	All
113	4	3	0.0	Par_coeff	Assemblies	All
119	1	2	0.0	Jaccard	Assemblies	Strict
119	1	2	0.0	Simpson	Assemblies	Strict
119	1	2	0.0	Braun	Assemblies	Strict
119	1	2	0.0	Rec_coeff	Assemblies	Strict
119	1	2	0.0	Par_coeff	Assemblies	Strict
119	1	2	0.0	Jaccard	Assemblies	All
119	1	2	0.0	Simpson	Assemblies	All
119	1	2	0.0	Braun	Assemblies	All
119	1	2	0.0	Rec_coeff	Assemblies	All
119	1	2	0.0	Par_coeff	Assemblies	All
